Pl Code Longitude  Latitude     Altitude rho_cos   rho_sin_phi  region         name
 3 310  288.87164  +42.381468     22.543 0.739802  +0.670574    US/Massachuse  Minor Planet Center Test Code
 3 312  112.334    +16.831966   -178.875 0.9574    +0.2877      China          Tsingtao field station, Xisha Islands
 3 318  115.691    -31.649985     36.499 0.85206   -0.52170     Australia/WA   Quinns Rock
 3 319  116.1350   -32.007951    428.106 0.84883   -0.52702     Australia/WA   Perth Observatory, Perth-Lowell Telescope
 3 320  116.4381   -30.929884    249.212 0.85859   -0.51102     Australia/WA   Chiro Observatory
 3 321  115.7571   -31.790469     67.146 0.85078   -0.52378     Australia/WA   Craigie
 3 322  116.1340   -32.008744    407.828 0.84882   -0.52703     Australia/WA   Perth Observatory, Bickley-MCT
 3 323  116.1350   -32.008744    407.828 0.84882   -0.52703     Australia/WA   Perth Observatory, Bickley
 3 324  116.3277   +40.101011     45.324 0.76598   +0.64072     China          Peking Observatory, Shaho Station
 3 327  117.5750   +40.394239    868.221 0.76278   +0.64470     China          Peking Observatory, Xinglong Station
 3 330  118.8209   +32.066662    364.126 0.84828   +0.52788     China          Purple Mountain Observatory, Nanking
 3 333  249.5236   +31.962537   1268.217 0.84936   +0.52642     US/Arizona     Desert Eagle Observatory
 3 334  120.3196   +36.069984     94.902 0.80925   +0.58552     China          Tsingtao
 3 337  121.1843   +31.095926     79.051 0.85708   +0.51348     China          Sheshan, formerly Zo-Se
 3 340  135.4853   +34.806934    100.255 0.82199   +0.56762     Japan          Toyonaka
 3 341  137.9486   +36.328956    894.002 0.80669   +0.58923     Japan          Akashina
 3 342  134.3189   +33.551342     43.512 0.83425   +0.54955     Japan          Shishikui
 3 343  127.1258   +38.200078    130.275 0.78688   +0.61507     South Korea    Younchun
 3 344  128.9767   +36.164835   1143.090 0.80841   +0.58695     South Korea    Bohyunsan Optical Astronomy Observatory
 3 345  128.4575   +36.934554   1354.511 0.80046   +0.59773     South Korea    Sobaeksan Optical Astronomy Observatory
 3 346  127.3854   +36.507876     86.947 0.80474   +0.59166     South Korea    KNUE Astronomical Observatory
 3 347  139.9086   +36.563401    127.540 0.80417   +0.59244     Japan          Utsunomiya-Imaizumi
 3 348  135.2669   +35.307915     64.425 0.81698   +0.57475     Japan          Ayabe
 3 349  139.56622  +35.956470     22.983 0.810402  +0.583916    Japan          Ageo
 3 350  139.2635   +36.481912    335.424 0.80504   +0.59132     Japan          Kurohone
 3 351  135.8678   +35.068331    130.204 0.81939   +0.57135     Japan          Sakamoto
 3 352  136.1778   +34.947102    210.123 0.82061   +0.56963     Japan          Konan
 3 353  135.0648   +34.741373    174.938 0.82265   +0.56669     Japan          Nishi Kobe
 3 354  140.0206   +36.867325    776.436 0.80109   +0.59674     Japan          Kawachi
 3 355  139.2133   +35.388445    146.092 0.81618   +0.57590     Japan          Hadano
 3 356  141.0867   +38.540262      9.110 0.78319   +0.61970     Japan          Kogota
 3 357  140.0064   +36.184257     32.570 0.80807   +0.58712     Japan          Shimotsuma
 3 358  140.1586   +38.045106    251.726 0.78856   +0.61296     Japan          Nanyo
 3 359  135.1719   +34.214312     25.571 0.82782   +0.55912     Japan          Wakayama
 3 360  132.9442   +33.674308    608.887 0.83314   +0.55138     Japan          Kuma Kogen
 3 361  134.8933   +34.349555    -14.049 0.82649   +0.56106     Japan          Sumoto
 3 362  140.6550   +42.644812    259.786 0.73673   +0.67398     Japan          Ray Observatory
 3 363  130.7703   +33.559953    -11.798 0.83416   +0.54967     Japan          Yamada
 3 364  130.5747   +31.644934    215.782 0.85213   +0.52164     Japan          YCPM Kagoshima Station
 3 365  135.9579   +34.409143    490.065 0.82597   +0.56196     Japan          Uto Observatory
 3 366  138.3003   +35.862459    879.148 0.81147   +0.58267     Japan          Miyasaka Observatory
 3 367  133.1670   +35.499977     29.518 0.81504   +0.57747     Japan          Yatsuka
 3 368  138.8117   +35.804841   1454.109 0.81213   +0.58191     Japan          Ochiai
 3 369  139.1500   +35.989182    277.439 0.8101    +0.5844      Japan          Chichibu
 3 370  133.5273   +33.552139     25.609 0.83424   +0.54956     Japan          Kochi
 3 371  133.5965   +34.573894    356.529 0.82433   +0.56431     Japan          Tokyo-Okayama
 3 372  133.8276   +33.526623    139.191 0.83450   +0.54920     Japan          Geisei
 3 373  135.3397   +34.132477    338.181 0.82866   +0.55797     Japan          Oishi
 3 374  134.7196   +35.094608    307.187 0.81915   +0.57174     Japan          Minami-Oda Observatory
 3 375  134.8708   +34.950729    413.602 0.8206    +0.5697      Japan          Uzurano
 3 376  139.0392   +35.689745    747.491 0.81321   +0.58022     Japan          Uenohara
 3 377  135.7933   +34.994623    239.527 0.82014   +0.57031     Japan          Kwasan Observatory, Kyoto
 3 378  136.0142   +34.570222    385.641 0.82437   +0.56426     Japan          Murou
 3 379  137.6279   +34.703448    -24.724 0.82300   +0.56613     Japan          Hamamatsu-Yuto
 3 380  137.0349   +34.814608     -6.942 0.82190   +0.56772     Japan          Ishiki
 3 381  137.62542  +35.797229   1175.148 0.812172  +0.581777    Japan          Tokyo-Kiso
 3 382  137.5553   +36.113770   2848.305 0.80915   +0.58639     Japan          Tokyo-Norikura
 3 383  137.8959   +36.761699    685.718 0.80218   +0.59526     Japan          Chirorin
 3 384  138.1792   +34.818384    284.385 0.8219    +0.5678      Japan          Shimada
 3 385  138.4680   +34.970368    302.676 0.82039   +0.56997     Japan          Nihondaira Observatory
 3 386  138.3217   +35.890776   1105.346 0.81121   +0.58309     Japan          Yatsugatake-Kobuchizawa
 3 387  139.1944   +36.006046    848.562 0.81000   +0.58469     Japan          Tokyo-Dodaira
 3 388  139.5421   +35.672253     60.506 0.81330   +0.57991     Japan          Tokyo-Mitaka
 3 389  139.7447   +35.654413    -25.394 0.81347   +0.57965     Japan          Tokyo (before 1938)
 3 390  139.8725   +36.556046    157.471 0.80425   +0.59234     Japan          Utsunomiya
 3 391  140.77843  +38.265246    121.171 0.786177  +0.615960    Japan          Sendai Observatory, Ayashi Station
 3 392  141.3667   +42.913350    231.180 0.73355   +0.67741     Japan          JCPM Sapporo Station
 3 393  140.1292   +36.091454   -142.034 0.8090    +0.5858      Japan          JCPM Sakura Station
 3 394  142.3208   +45.111668     35.893 0.70692   +0.70493     Japan          JCPM Hamatonbetsu Station
 3 395  142.3583   +43.840783   -251.770 0.7224    +0.6891      Japan          Tokyo-Asahikawa
 3 396  142.4208   +43.743384    -23.593 0.7236    +0.6879      Japan          Asahikawa
 3 397  141.4761   +43.033526     29.531 0.73210   +0.67892     Japan          Sapporo Science Center
 3 398  139.1080   +36.124836    191.439 0.80870   +0.58630     Japan          Nagatoro
 3 399  144.5900   +43.078239    131.675 0.73158   +0.67950     Japan          Kushiro
 3 400  143.7827   +43.758443    165.479 0.72344   +0.68811     Japan          Kitami
 3 401  139.4208   +36.112161    -45.263 0.8088    +0.5861      Japan          Oosato
 3 402  136.3078   +35.208347    222.127 0.81800   +0.57335     Japan          Dynic Astronomical Observatory
 3 403  137.0556   +35.413171    139.539 0.81593   +0.57625     Japan          Kani
 3 404  140.9292   +37.823762     24.848 0.7909    +0.6099      Japan          Yamamoto
 3 405  139.3292   +36.297262    -28.584 0.8069    +0.5887      Japan          Kamihoriguchi
 3 406  141.8233   +43.255299     43.550 0.72946   +0.68174     Japan          Bibai
 3 407  140.3099   +38.442185     71.027 0.78426   +0.61837     Japan          Kahoku
 3 408  138.1747   +35.899622   1815.857 0.81121   +0.58328     Japan          Nyukasa
 3 409  139.5211   +35.766543     41.786 0.81234   +0.58124     Japan          Kiyose and Mizuho
 3 410  134.8910   +35.127762    398.440 0.81883   +0.57222     Japan          Sengamine
 3 411  139.4170   +36.250478     38.179 0.80739   +0.58805     Japan          Oizumi
 3 412  140.5991   +36.960421    720.585 0.80011   +0.59803     Japan          Iwaki
 3 413  149.06608  -31.277057   1164.565 0.855595  -0.516262    Australia/NSW  Siding Spring Observatory
 3 414  149.0077   -35.320502    741.112 0.81694   -0.57499     Australia/NSW  Mount Stromlo
 3 415  149.0636   -35.396942    581.160 0.81615   -0.57606     Australia/NSW  Kambah
 3 416  149.1336   -35.311609    589.224 0.81701   -0.57485     Australia/NSW  Barton
 3 417  137.1371   +37.334673    181.999 0.79611   +0.60317     Japan          Yanagida Astronomical Observatory
 3 418  150.94034  -31.081447    444.175 0.857259  -0.513294    Australia/NSW  Tamworth
 3 419  150.8329   -33.608598     48.999 0.83370   -0.55038     Australia/NSW  Windsor
 3 420  151.2050   -33.861540     71.035 0.83126   -0.55404     Australia/NSW  Sydney
 3 421  133.7650   +33.755950   1285.060 0.83244   +0.55262     Japan          Mt. Kajigamori, Otoyo
 3 422  151.0461   -31.334632    829.679 0.85503   -0.51709     Australia/NSW  Loomberah
 3 423  151.12473  -33.804956     64.195 0.831807  -0.553222    Australia/NSW  North Ryde
 3 424  149.0658   -35.255144    609.617 0.81758   -0.57405     Australia/NSW  Macquarie
 3 425  152.9316   -27.463275    151.075 0.88796   -0.45843     Australia/QLD  Taylor Range Observatory, Brisbane
 3 426  136.8217   -31.196556    114.586 0.85618   -0.51498     Australia/SA   Woomera
 3 427  138.7283   -34.333272    142.325 0.82667   -0.56084     Australia/SA   Stockport
 3 428  153.3970   -28.110269     82.437 0.88271   -0.46837     Australia/QLD  Reedy Creek
 3 429  149.0400   -35.252741    655.425 0.81761   -0.57402     Australia/NSW  Hawker
 3 430  149.2123   -31.278320    540.740 0.85550   -0.51623     Australia/NSW  Rainbow Observatory, near Coonabarabran
 3 431  149.7578   -33.434627    884.088 0.83548   -0.54793     Australia/NSW  Mt. Tarana Observatory, Bathurst
 3 432  153.08222  -30.339159     10.784 0.863790  -0.502166    Australia/NSW  Boambee
 3 433  152.1078   -32.738478    -18.612 0.84197   -0.53771     Australia/NSW  Bagnall Beach Observatory
 3 434   10.9206   +45.052013    -18.677 0.70765   +0.70419     Italy          S. Benedetto Po
 3 435   11.8936   +45.404256     46.996 0.70330   +0.70852     Italy          G. Colombo Astronomical Observatory, Padua
 3 436   11.3356   +44.328016    506.823 0.71658   +0.69528     Italy          Osservatorio di Livergnano
 3 437  284.6971   +40.010986    140.462 0.76700   +0.63953     US/Pennsylvan  Haverford
 3 438  287.3621   +42.317295    325.467 0.74059   +0.66978     US/Massachuse  Smith College Observatory, Northampton
 3 439  253.2539   +35.869209   2129.084 0.81156   +0.58288     US/New Mexico  ROTSE-III, Los Alamos
 3 440  278.6842   +43.192028    351.797 0.73025   +0.68097     Canada/Ontari  Elginfield Observatory
 3 441  357.1697   +56.337515      7.181 0.55559   +0.82867     UK/Scotland    Swilken Brae, St. Andrews
 3 442  357.4822   +41.707871    380.821 0.7477    +0.6619      Spain          Gualba Observatory
 3 443  301.4656   -34.633268     19.256 0.82370   -0.56513     Argentina      Obs. Astronomico Plomer, Buenos Aires
 3 444  243.2794   +33.483600   1339.817 0.83507   +0.54868     US/California  Star Cruiser Observatory
 3 445  359.4200   +38.818062    268.553 0.7802    +0.6235      Spain          Observatorio d'Ontinyent
 3 446  262.1666   +29.569093    138.886 0.87049   +0.49058     US/Texas       Kingsnake Observatory, Seguin
 3 447  255.2056   +39.621225   1757.619 0.77154   +0.63448     US/Colorado    Centennial Observatory
 3 448  253.2801   +32.387587   1313.181 0.84543   +0.53268     US/New Mexico  Desert Moon Observatory, Las Cruces
 3 449  279.6503   +34.383671    101.404 0.82617   +0.56156     US/South Caro  Griffin Hunter Observatory, Bethune
 3 450  279.3339   +35.151408    217.090 0.81857   +0.57254     US/North Caro  Carla Jane Observatory, Charlotte
 3 451  262.7569   +37.491891    360.251 0.79447   +0.60536     US/Kansas      West Skies Observatory, Mulvane
 3 452  279.1063   +26.178656    -56.873 0.8980    +0.4385      US/Florida     Big Cypress Observatory, Fort Lauderdale
 3 453  242.1331   +34.984639    709.839 0.82030   +0.57021     US/California  Edwards Raven Observatory
 3 454  283.37678  +39.331812     94.098 0.774542  +0.630425    US/Maryland    Maryland Space Grant Consortium Observatory
 3 455  237.9636   +37.989977      1.552 0.78912   +0.61218     US/California  CBA Concord
 3 456  358.8278   +52.252596    138.847 0.61348   +0.78709     UK/England     Daventry Observatory
 3 457   18.3403   +48.628495    210.879 0.66221   +0.74685     Slovakia       Partizanske
 3 458  355.9806   +40.647204    884.058 0.75992   +0.64805     Spain          Guadarrama Observatory
 3 459  288.1172   +43.540840    284.280 0.72607   +0.68538     US/New Hampsh  Smith River Observatory, Danbury
 3 460  265.9981   +33.982263    160.598 0.83010   +0.55579     US/Arkansas    Area 52 Observatory, Nashville
 3 461   19.89367  +47.917455    983.456 0.671543  +0.738689    Hungary        University of Szeged, Piszkesteto Stn. (Konkoly)
 3 462  283.0842   +38.921254     81.407 0.77905   +0.62488     US/Maryland    Mount Belleview Observatory
 3 463  254.7375   +40.004026   1656.692 0.76726   +0.63959     US/Colorado    Sommers-Bausch Observatory, Boulder
 3 464  288.5013   +41.410715     15.737 0.75109   +0.65799     US/Rhode Isla  Toby Point Observatory, Narragansett
 3 465  174.7801   -36.803529     15.319 0.80166   -0.59578     New Zealand    Takapuna
 3 466  174.8487   -36.942156    -85.941 0.8002    -0.5977      New Zealand    Mount Molehill Observatory, Auckland
 3 467  174.7766   -36.907900     88.989 0.80058   -0.59724     New Zealand    Auckland Observatory
 3 468   13.3296   +41.821092   1521.887 0.74652   +0.66349     Italy          Astronomical Observatory, Campo Catino
 3 469    7.3820   +47.356257    583.617 0.67873   +0.73205     Switzerland    Courroux
 3 470   13.32756  +41.570282    175.948 0.749268  +0.660088    Italy          Ceccano
 3 471    8.2389   +55.781599     -5.378 0.56364   +0.82325     Denmark        Houstrup
 3 472    6.3203   +44.694558   1828.109 0.71225   +0.69998     France         Merlette
 3 473   13.31661  +46.086367    108.636 0.694793  +0.716822    Italy          Remanzacco
 3 474  170.46496  -43.987388   1027.261 0.720773  -0.691079    New Zealand    Mount John Observatory, Lake Tekapo
 3 475    7.6965   +45.069054    253.925 0.70747   +0.70443     Italy          Turin (before 1913)
 3 476    7.14074  +45.142174    521.467 0.706597  +0.705359    Italy          Grange Observatory, Bussoleno
 3 477    0.4856   +51.702635     55.727 0.62103   +0.78117     UK/England     Galleywood
 3 478    3.0896   +43.588723    150.986 0.72548   +0.68597     France         Lamalou-les-Bains
 3 479    6.0505   +43.193574     75.641 0.73020   +0.68096     France         Sollies-Pont
 3 480    0.7733   +52.166479     63.177 0.61466   +0.78616     UK/England     Cockfield
 3 481    7.93067  +53.553670     48.805 0.595365  +0.800771    Germany        Moorwarfen
 3 482  357.1854   +56.336721    -10.550 0.55560   +0.82866     UK/Scotland    St. Andrews
 3 483  173.8036   -41.749054   1384.191 0.74734   -0.66254     New Zealand    Carter Observatory, Black Birch Station
 3 484  174.7594   -41.339510     19.626 0.75191   -0.65706     New Zealand    Happy Valley, Wellington
